	ActualOutput	Sentence	sentiment
3002	-1	It locked during install and I had to reformat the drive and start from scratch (GRRRRRR!)	-1
3003	-1	I really liked the firewall.	-1
3004	-1	The program brings more problems than a virus, albeit not as major problems, just not what you expect for 70 bucks.	-1
3005	-1	I've searched the program and their online tech support (worthless) and have found no solutions.	-1
3006	1	I did not have any of the installation problems that people highlighted here.	-1
3007	-1	"We constantly got ""Windows Virtual Memory Low"" error messages popping up follwed by ridiculous slowdowns and/or crashes."	-1
3008	-1	First, I turned off my cable modem.	-1
3009	-1	What dissapointes me the most that a software like that  is not cheap gets zero support form symantec, if you want support, they'll charge you a Fee!	-1
3010	-1	I don't have one good thing to say.	-1
3011	-1	Norton has a name in the market but I think it's only the name.	-1
3012	-1	If you are new to the market and looking to buy a symantec software product, save yourself some money and buy the 2003 version.	-1
3013	-1	"Warning! The Windows ""remove program"" feature does not do a good job of this, and neither does Norton's own removal program."	-1
3014	-1	I have been a loyal Norton Anti-Virus and Internet Security software user for as long as I can remember.	-1
3015	1	On the contrary, I'm quite pleased with my upgrade.	1
3016	-1	I agree with the other reviewer that it doesn't even deserve 1 star.	-1
3017	-1	I have a modern PC with lots of speed and memory, but this firewall just brought it to a halt.	-1
3018	-1	I am going to buy PC-cillium ASAP.	-1
3019	-1	There is little meaningful difference between the two versions aside from the tedius activation process, and the product is currently rather buggy and has problems running unless cleanly installed on a formatted drive.	-1
3020	-1	Why they brought this to market is beyond me.	-1
3021	-1	(Intructions for doing so are on Symantecs website.)	-1
3022	1	The only free help you get is in renewing your subscription!	-1
3023	-1	Being a past Norton customer, I consider this to be a slap to my face.	-1
3024	-1	First, it failed whenever connecting to get updates.	-1
3025	-1	Anti-Spam is Good	1
3026	-1	The SystemWorks 2005 seems to be working GREAT!!	1
3027	-1	So I expected the same level of quality and ease of use with their Internet Security program.	-1
3028	-1	After installing, the system froze trying to restart (this is a new computer with Windows XP Home).	-1
3029	-1	"I had a question about the pros and cons of turning off the Norton firewall vs. the windows firewall, and waited 45 minutes to speak with a tech support representative because I did not have a ""customer priority ID number."""	-1
3030	-1	It included popup and ad blockers, referrer blockers, firewall,  intrusion detection, and all the same things that the 2004 version includes that are really needed.	-1
3031	-1	Detractors should spend more time actually customizing the program to meet their needs instead of being lazy & complaining just for the hell of it.	-1
3032	-1	Norton online support does not even acknowledge this problem nor does the computer company that preloaded it on our new computer.	-1
3033	-1	Had to uninstall it.	-1
3034	-1	I gave up trying to figure how to get my email sent or listen to streaming programs.	-1
3035	-1	I just uninstalled SystemWorks and Internet Security for at least the fifth time due to funtionality issues.	-1
3036	-1	Maybe it's me, but this isn't my program.	-1
3037	-1	I have gone to their site many times in the last two months looking for an answer.	-1
3038	-1	So, we're fed up.	-1
3039	-1	Buy this if you like mental challenges or trying how to pick locks.	-1
3040	-1	It's a rip off if one buys Norton Internet Security and antivirus.	-1
3041	-1	I have used Norton products in the past and I am familiar with them.	-1
3042	-1	And that's a shame.	-1
3043	-1	Well, no more.	-1
3044	-1	I did it and it was worse the second time around...unbelievable.	-1
3045	-1	If SystemWorks 2005 starts to act up, I'm done with Norton products forever.	-1
3046	-1	This is a very full featured product.	1
3047	-1	Unfortunately, you can't buy the corporate edition over the counter.	-1
3048	-1	Also if you do manage to get it installed, any problems with LiveUpdate or with System Works will also affect the functionality and/or the process of updating Internet Security.	-1
3049	-1	"You can ""disable"" some of the individual components, but don't be fooled--they're still there and running."	-1
3050	1	PIII 1Ghz 512MB RDRAM Windows XP Pro 80GB HD  I was able to Uninstall NIS 2003 and Install NIS 2004 with no trouble.	-1
3051	-1	Trust me and all the other reviews on this one.	-1
3052	-1	I was using this on my 2001 Dell laptop (which worked fine until I upgraded to this junk!)	-1
3053	-1	I've been using Norton Anti-Virus in its many incarnations for over 5 years.	-1
3054	-1	But I don't think SystemWorks 2005 will start acting up.	-1
3055	-1	My computer configuration is probably all screwed up at this point.	-1
3056	-1	Next, the big reason not to buy ANY Norton product:  If there's a problem with it, Norton charges $30 to even tell them about it.	-1
3057	-1	Other than that it is all the same except the new updates.	-1
3058	-1	I give it 4-stars only because the installation process - or rather problems that may surface during the installation process - can be frustrating to the average computer user.	-1
3059	1	I'm not sure why all the bad reviews, my computer isn't especially slowed down and I have Win'98.	-1
3060	-1	BEWARE!!!!	-1
3061	-1	I had NIS 2003 and was very happy with it; this new version really doesn't seem to offer a lot of exciting new features, seems merely the same as 2003 dressed-up to look like a new version.	-1
3062	1	The best part of the firewall is the visual backtracking.	-1
3063	-1	We were so fed up that we uninstalled ALL of Norton Internet/AV 2004 and were going to try McAffee, but a techie friend recommended trying Norton SystemWorks 2005 first.	-1
3064	-1	DO NOT BUY ANY HOME VERSION OF NORTON ANYTHING.	-1
3065	-1	Multiple users on one machine never seemed to behave like you'd expect.	-1
3066	-1	I just about lost it this morning with this software.	-1
3067	-1	"They said they would refund all the money, but a month later, they tell me now the back-up disc is not refundable as its cost is purely handling and shipping - $15 to ""handle"" and ship a CD? --and they have been indignant and combative on the phone and in emails."	-1
3068	-1	I did remove all remnants of McAfee before installing and confirmed the Windows XP firewall was off.	-1
3069	-1	I have XP with 256MB RAM, 40GB memory.	-1
3070	-1	After 4 attempted installs, I have finally given up.	-1
3071	-1	Even for computer super-heros it's a pain to maintain when there is a problem.	-1
3072	-1	"Something happened with this release for Norton System Works (2004) and for ""Internet Security 2004""."	-1
3073	-1	"I used ""Add/Remove Programs"" to unistall NIS 2003."	-1
3074	-1	And, when you think about it, it's insulting that Norton requires its customers to jump through these hoops -- anyone who can provide proof of purchase, whether on the phone or online (what if your computer is down?), should have equal priority.	-1
3075	-1	It's a well-known company that I expected more from and spent 2 hours with tech support running all kinds of tests on the computer which of course came back reporting no trouble with the computer.	-1
3076	-1	We've only had it 2 days, but so far so good.  (WRONG - SEE UPDATE BELOW)	-1
3077	-1	It checks every 5 minutes for virus and spam definition updates.	-1
3078	-1	This product is absolutely not ready for release.	-1
3079	-1	Avoid this product at all costs.	-1
3080	1	I upgraded from NIS 2003, and the change in performance has not been noticeable.	-1
3081	-1	The antivirus feature is phenomenal, and is regularly updated.	-1
3082	-1	I ain't no computer geek, but I can wrestle with the best of them.	-1
3083	1	I've tried the free versions of zone alarm and the free version of sygate and they both have a nice and easy installation and work great!.	1
3084	-1	Wish I had.	-1
3085	-1	We were leary to say the least, but decided to give Norton the benefit of the doubt.	-1
3086	-1	If you experience problems with installation, you can visit symantec's website, click the support tab, click the 'home or home office support' and there is an automated support assistant that can scan the Norton program files on your computer and it will tell you what is not working right and how to fix it.	-1
